Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
FR-N-1859,France,Home Appliances,Electric Fan Tower,46.71,EUR,"Oscillating, 3 speeds, remote, timer",Global Sourcing Co | VIP margin 25% | Warehouse A-12
SA-O-1860,South Africa,TV & Display,LED TV 55 inch,8795.26,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Nordic Wholesale | Fulfilled from NL depot
US-P-1861,United States,Computing,"Tablet 10""",204.35,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Nordic Wholesale | Low stock alert
US-Q-1862,United States,TV & Display,LED TV 55 inch,448.77,USD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Nordic Wholesale | Warehouse A-12 | VIP margin 25%
CD-R-1863,Côte d'Ivoire,TV & Display,LED TV 55 inch,306024.73,XOF,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Stock in WH3 Berlin | Margin 22% | EuroTech Suppliers
GE-S-1864,Germany,Wearables,Fitness Tracker Band,27.98,EUR,"Steps, sleep, HR, 14-day battery",Backorder until 02/15 | Nordic Wholesale | Margin 22%
CD-T-1865,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,819154.68,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Margin 22% | Fulfilled from NL depot
FR-U-1866,France,Computing,Webcam HD Pro,49.51,EUR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Promo margin 12% | Nordic Wholesale
FR-V-1867,France,Audio,Wireless Bluetooth Earbuds,32.54,EUR,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Global Sourcing Co | Stock in WH3 Berlin
NI-W-1868,Nigeria,Lighting,LED Desk Lamp,46373.53,NGN,"Dimmable, USB port, 5 brightness levels",Acme Electronics Ltd | Bulk discount applies 15% | Warehouse A-12
CA-X-1869,Canada,Computing,"Tablet 10""",305.4,CAD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Pacific Imports Inc | VIP margin 25% | Warehouse A-12
GE-Y-1870,Germany,Wearables,Smart Watch Sport,89.0,EUR,"GPS, heart rate, 5ATM, 7-day battery",Warehouse A-12 | Pacific Imports Inc | Bulk discount applies 15%
UK-Z-1871,United Kingdom,Computing,"Tablet 10""",153.22,GBP,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Warehouse A-12 | Global Sourcing Co
FR-A-1872,France,Home Appliances,Electric Fan Tower,47.53,EUR,"Oscillating, 3 speeds, remote, timer",Low stock alert | Nordic Wholesale | VIP margin 25%
NI-B-1873,Nigeria,Wearables,Fitness Tracker Band,48627.53,NGN,"Steps, sleep, HR, 14-day battery",Acme Electronics Ltd | Fulfilled from NL depot | Margin 22%
UK-C-1874,United Kingdom,Kitchen Appliances,Smart Kettle Pro,37.99,GBP,"1.7L, 3000W, boil-dry protection, LED display",Nordic Wholesale | Promo margin 12% | Low stock alert
NE-D-1875,Netherlands,Kitchen Appliances,Smart Kettle Pro,44.24,EUR,"1.7L, 3000W, boil-dry protection, LED display",Promo margin 12% | Fulfilled from NL depot | Pacific Imports Inc
NE-E-1876,Netherlands,Computing,Webcam HD Pro,53.58,EUR,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Target margin 18% | Low stock alert
KE-F-1877,Kenya,TV & Display,LED TV 55 inch,59630.23,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Margin 22% | EuroTech Suppliers
SA-G-1878,South Africa,Kitchen Appliances,Coffee Maker Drip,772.4,ZAR,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | VIP margin 25% | Low stock alert
KE-H-1879,Kenya,Kitchen Appliances,Coffee Maker Drip,4733.66,KES,"12-cup, programmable, thermal carafe",Africa Direct Trading | Margin 22% | Backorder until 02/15
CA-I-1880,Canada,Lighting,LED Desk Lamp,43.26,CAD,"Dimmable, USB port, 5 brightness levels",Margin 22% | Global Sourcing Co | Low stock alert
GE-J-1881,Germany,Power & Batteries,Portable Power Bank 20K,22.86,EUR,"20000mAh, dual USB, 18W PD",Low stock alert | Margin 22% | Global Sourcing Co
FR-K-1882,France,TV & Display,LED TV 55 inch,442.39,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Backorder until 02/15 | Global Sourcing Co
US-L-1883,United States,Audio,Wireless Bluetooth Earbuds,34.62,USD,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Global Sourcing Co | Promo margin 12%
NI-M-1884,Nigeria,Home Appliances,Electric Fan Tower,79380.42,NGN,"Oscillating, 3 speeds, remote, timer",Low stock alert | EuroTech Suppliers | Promo margin 12%
CD-N-1885,Côte d'Ivoire,Computing,"Tablet 10""",125268.59,XOF,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | EuroTech Suppliers | Bulk discount applies 15%
FR-O-1886,France,Power & Batteries,Portable Power Bank 20K,22.97,EUR,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Low stock alert | Margin 22%
CD-P-1887,Côte d'Ivoire,Power & Batteries,Portable Power Bank 20K,15923.53,XOF,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | Promo margin 12% | Nordic Wholesale
GH-Q-1888,Ghana,Home Appliances,Electric Fan Tower,670.85,GHS,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Margin 22% | Acme Electronics Ltd
KE-R-1889,Kenya,Audio,Bluetooth Speaker,6520.62,KES,"20W, waterproof IPX7, 15h playback",Pacific Imports Inc | Promo margin 12% | Stock in WH3 Berlin
US-S-1890,United States,Solar & Power,Solar Inverter TS-9000-X,1234.91,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Bulk discount applies 15% | Stock in WH3 Berlin | Africa Direct Trading
FR-T-1891,France,Audio,Wireless Bluetooth Earbuds,32.48,EUR,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Low stock alert | Africa Direct Trading
NI-U-1892,Nigeria,Audio,Wireless Bluetooth Earbuds,61973.14,NGN,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Warehouse A-12 | Global Sourcing Co
CA-V-1893,Canada,Wearables,Smart Watch Sport,128.12,CAD,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Acme Electronics Ltd | Target margin 18%
FR-W-1894,France,Solar & Power,Solar Inverter TS-9000-X,1102.53,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Promo margin 12% | EuroTech Suppliers
UK-X-1895,United Kingdom,Computing,"Tablet 10""",172.2,GBP,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Warehouse A-12 | Africa Direct Trading | VIP margin 25%
NI-Y-1896,Nigeria,Lighting,LED Desk Lamp,45985.97,NGN,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
FR-Z-1897,France,Audio,Bluetooth Speaker,42.52,EUR,"20W, waterproof IPX7, 15h playback",Target margin 18% | Africa Direct Trading | Fulfilled from NL depot
CD-A-1898,Côte d'Ivoire,Computing,"Tablet 10""",119654.56,XOF,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Bulk discount applies 15% | Africa Direct Trading | Fulfilled from NL depot
GE-B-1899,Germany,Home Appliances,Air Purifier Compact,98.14,EUR,"HEPA H13, 3 speeds, 25m² coverage",Global Sourcing Co | Low stock alert | Margin 22%
FR-C-1900,France,Home Appliances,Air Purifier Compact,98.39,EUR,"HEPA H13, 3 speeds, 25m² coverage",Acme Electronics Ltd | Stock in WH3 Berlin | Bulk discount applies 15%
CA-D-1901,Canada,Home Appliances,Electric Fan Tower,75.79,CAD,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | EuroTech Suppliers | Fulfilled from NL depot
GE-E-1902,Germany,TV & Display,LED TV 55 inch,441.71,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Warehouse A-12 | Nordic Wholesale | Promo margin 12%
GE-F-1903,Germany,Lighting,LED Desk Lamp,28.68,EUR,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | VIP margin 25% | Global Sourcing Co
NE-G-1904,Netherlands,Lighting,LED Desk Lamp,29.22,EUR,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Promo margin 12% | Warehouse A-12
UK-H-1905,United Kingdom,Kitchen Appliances,Coffee Maker Drip,29.17,GBP,"12-cup, programmable, thermal carafe",Backorder until 02/15 | Pacific Imports Inc | Margin 22%
GE-I-1906,Germany,Computing,Mechanical Keyboard,72.32,EUR,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Stock in WH3 Berlin | Acme Electronics Ltd
CD-J-1907,Côte d'Ivoire,Audio,Bluetooth Speaker,29807.18,XOF,"20W, waterproof IPX7, 15h playback",Stock in WH3 Berlin | EuroTech Suppliers | Bulk discount applies 15%
NI-K-1908,Nigeria,Personal Care,Electric Toothbrush,73677.64,NGN,"Sonic, 3 modes, 2-week battery",Acme Electronics Ltd | Low stock alert | Target margin 18%
CD-L-1909,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,772897.73,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | Low stock alert | Bulk discount applies 15%
KE-M-1910,Kenya,Lighting,LED Desk Lamp,3704.66,KES,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Acme Electronics Ltd | VIP margin 25%
NE-N-1911,Netherlands,Power & Batteries,Portable Power Bank 20K,25.58,EUR,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Target margin 18% | Low stock alert
FR-O-1912,France,Kitchen Appliances,Coffee Maker Drip,34.74,EUR,"12-cup, programmable, thermal carafe",Pacific Imports Inc | Stock in WH3 Berlin | Promo margin 12%
CA-P-1913,Canada,Kitchen Appliances,Coffee Maker Drip,57.05,CAD,"12-cup, programmable, thermal carafe",Fulfilled from NL depot | Target margin 18% | Global Sourcing Co
CD-Q-1914,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,723622.33,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Fulfilled from NL depot | Target margin 18%
GE-R-1915,Germany,Solar & Power,Solar Inverter TS-9000-X,1127.54,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | VIP margin 25% | Warehouse A-12
NI-S-1916,Nigeria,Computing,"Tablet 10""",298864.93,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Promo margin 12% | Africa Direct Trading
GH-T-1917,Ghana,Lighting,LED Desk Lamp,387.59,GHS,"Dimmable, USB port, 5 brightness levels",Backorder until 02/15 | VIP margin 25% | Nordic Wholesale
GE-U-1918,Germany,Computing,Webcam HD Pro,55.97,EUR,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Acme Electronics Ltd | Stock in WH3 Berlin
NE-V-1919,Netherlands,Personal Care,Electric Toothbrush,37.14,EUR,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Promo margin 12% | Fulfilled from NL depot
KE-W-1920,Kenya,Audio,Wireless Bluetooth Earbuds,4701.4,KES,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Africa Direct Trading | Stock in WH3 Berlin
GE-X-1921,Germany,Kitchen Appliances,Coffee Maker Drip,34.73,EUR,"12-cup, programmable, thermal carafe",VIP margin 25% | EuroTech Suppliers | Backorder until 02/15
NE-Y-1922,Netherlands,Wearables,Smart Watch Sport,78.64,EUR,"GPS, heart rate, 5ATM, 7-day battery",Acme Electronics Ltd | Backorder until 02/15 | Target margin 18%
GE-Z-1923,Germany,Wearables,Fitness Tracker Band,26.72,EUR,"Steps, sleep, HR, 14-day battery",Stock in WH3 Berlin | Bulk discount applies 15% | Acme Electronics Ltd
GE-A-1924,Germany,Home Appliances,Electric Fan Tower,52.41,EUR,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | Target margin 18% | Stock in WH3 Berlin
US-B-1925,United States,Computing,"Tablet 10""",216.62,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Nordic Wholesale | Margin 22%
UK-C-1926,United Kingdom,TV & Display,LED TV 55 inch,398.6,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Nordic Wholesale | Bulk discount applies 15%
GE-D-1927,Germany,Computing,Mechanical Keyboard,73.3,EUR,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Target margin 18% | Nordic Wholesale
US-E-1928,United States,TV & Display,LED TV 55 inch,471.98,USD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Africa Direct Trading | Fulfilled from NL depot | Target margin 18%
KE-F-1929,Kenya,Personal Care,Electric Toothbrush,5727.6,KES,"Sonic, 3 modes, 2-week battery",Margin 22% | Global Sourcing Co | Backorder until 02/15
US-G-1930,United States,Computing,Webcam HD Pro,60.52,USD,"1080p 60fps, built-in mic, auto-focus",Target margin 18% | Acme Electronics Ltd | Stock in WH3 Berlin
GE-H-1931,Germany,Personal Care,Electric Toothbrush,40.12,EUR,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | EuroTech Suppliers | Target margin 18%
US-I-1932,United States,Audio,Wireless Bluetooth Earbuds,34.98,USD,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Global Sourcing Co | Margin 22%
GH-J-1933,Ghana,Audio,Bluetooth Speaker,674.65,GHS,"20W, waterproof IPX7, 15h playback",Low stock alert | Africa Direct Trading | Margin 22%
NE-K-1934,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1213.82,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Africa Direct Trading | Warehouse A-12
NI-L-1935,Nigeria,TV & Display,LED TV 55 inch,700789.18,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Pacific Imports Inc | Stock in WH3 Berlin
UK-M-1936,United Kingdom,Wearables,Smart Watch Sport,77.66,GBP,"GPS, heart rate, 5ATM, 7-day battery",Bulk discount applies 15% | Fulfilled from NL depot | Africa Direct Trading
FR-N-1937,France,Computing,Webcam HD Pro,51.86,EUR,"1080p 60fps, built-in mic, auto-focus",Warehouse A-12 | VIP margin 25% | Acme Electronics Ltd
SA-O-1938,South Africa,Computing,"Tablet 10""",3572.35,ZAR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Warehouse A-12 | Pacific Imports Inc
GH-P-1939,Ghana,Solar & Power,Solar Inverter TS-9000-X,15103.04,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Acme Electronics Ltd | Warehouse A-12
NE-Q-1940,Netherlands,Home Appliances,Electric Fan Tower,47.44,EUR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Nordic Wholesale | Target margin 18%
GH-R-1941,Ghana,Home Appliances,Electric Fan Tower,695.54,GHS,"Oscillating, 3 speeds, remote, timer",Fulfilled from NL depot | Margin 22% | Nordic Wholesale
FR-S-1942,France,Computing,"Tablet 10""",197.46,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Global Sourcing Co | Margin 22% | Fulfilled from NL depot
NI-T-1943,Nigeria,Wearables,Fitness Tracker Band,47366.63,NGN,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | VIP margin 25% | Stock in WH3 Berlin
GH-U-1944,Ghana,Personal Care,Electric Toothbrush,528.04,GHS,"Sonic, 3 modes, 2-week battery",EuroTech Suppliers | VIP margin 25% | Low stock alert
GH-V-1945,Ghana,Lighting,LED Desk Lamp,359.89,GHS,"Dimmable, USB port, 5 brightness levels",Promo margin 12% | Backorder until 02/15 | Global Sourcing Co
NI-W-1946,Nigeria,Computing,Webcam HD Pro,83327.53,NGN,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Pacific Imports Inc | Low stock alert
SA-X-1947,South Africa,Computing,Webcam HD Pro,1101.22,ZAR,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Nordic Wholesale | Fulfilled from NL depot
UK-Y-1948,United Kingdom,Kitchen Appliances,Coffee Maker Drip,33.24,GBP,"12-cup, programmable, thermal carafe",Low stock alert | Global Sourcing Co | Promo margin 12%
NE-Z-1949,Netherlands,Personal Care,Electric Toothbrush,37.58,EUR,"Sonic, 3 modes, 2-week battery",EuroTech Suppliers | Low stock alert | Target margin 18%
NI-A-1950,Nigeria,Home Appliances,Electric Fan Tower,79642.84,NGN,"Oscillating, 3 speeds, remote, timer",Global Sourcing Co | VIP margin 25% | Stock in WH3 Berlin
KE-B-1951,Kenya,Personal Care,Electric Toothbrush,5518.76,KES,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Africa Direct Trading | VIP margin 25%
SA-C-1952,South Africa,Home Appliances,Electric Fan Tower,934.21,ZAR,"Oscillating, 3 speeds, remote, timer",Low stock alert | Acme Electronics Ltd | Promo margin 12%
FR-D-1953,France,Power & Batteries,Portable Power Bank 20K,25.91,EUR,"20000mAh, dual USB, 18W PD",Nordic Wholesale | Margin 22% | Low stock alert
UK-E-1954,United Kingdom,Audio,Bluetooth Speaker,36.23,GBP,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | Africa Direct Trading | Promo margin 12%
NE-F-1955,Netherlands,Power & Batteries,Portable Power Bank 20K,25.0,EUR,"20000mAh, dual USB, 18W PD",Target margin 18% | Backorder until 02/15 | EuroTech Suppliers
US-G-1956,United States,Home Appliances,Electric Fan Tower,52.7,USD,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Global Sourcing Co | Promo margin 12%
CA-H-1957,Canada,Solar & Power,Solar Inverter TS-9000-X,1633.71,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Bulk discount applies 15% | EuroTech Suppliers
US-I-1958,United States,Audio,Bluetooth Speaker,47.37,USD,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Backorder until 02/15 | Margin 22%
GH-J-1959,Ghana,Solar & Power,Solar Inverter TS-9000-X,15812.43,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Promo margin 12% | Fulfilled from NL depot
GE-K-1960,Germany,Computing,Mechanical Keyboard,74.62,EUR,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | VIP margin 25% | Backorder until 02/15
FR-L-1961,France,Computing,"Tablet 10""",192.8,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Stock in WH3 Berlin | Pacific Imports Inc
GE-M-1962,Germany,Home Appliances,Air Purifier Compact,91.7,EUR,"HEPA H13, 3 speeds, 25m² coverage",Global Sourcing Co | Low stock alert | Bulk discount applies 15%
NE-N-1963,Netherlands,Home Appliances,Electric Fan Tower,46.28,EUR,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Nordic Wholesale | Fulfilled from NL depot
UK-O-1964,United Kingdom,Power & Batteries,Portable Power Bank 20K,20.51,GBP,"20000mAh, dual USB, 18W PD",Acme Electronics Ltd | Margin 22% | Stock in WH3 Berlin
GE-P-1965,Germany,Kitchen Appliances,Coffee Maker Drip,39.63,EUR,"12-cup, programmable, thermal carafe",Target margin 18% | EuroTech Suppliers | Low stock alert
US-Q-1966,United States,Power & Batteries,Portable Power Bank 20K,24.82,USD,"20000mAh, dual USB, 18W PD",Stock in WH3 Berlin | Pacific Imports Inc | Promo margin 12%
NE-R-1967,Netherlands,Lighting,LED Desk Lamp,26.79,EUR,"Dimmable, USB port, 5 brightness levels",Promo margin 12% | EuroTech Suppliers | Stock in WH3 Berlin
NI-S-1968,Nigeria,Audio,Bluetooth Speaker,82245.44,NGN,"20W, waterproof IPX7, 15h playback",Margin 22% | Fulfilled from NL depot | EuroTech Suppliers
CA-T-1969,Canada,Audio,Bluetooth Speaker,64.87,CAD,"20W, waterproof IPX7, 15h playback",Pacific Imports Inc | Warehouse A-12 | VIP margin 25%
UK-U-1970,United Kingdom,Computing,Webcam HD Pro,44.91,GBP,"1080p 60fps, built-in mic, auto-focus",EuroTech Suppliers | Bulk discount applies 15% | Backorder until 02/15
GH-V-1971,Ghana,Computing,Mechanical Keyboard,1047.72,GHS,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | Low stock alert | VIP margin 25%
GH-W-1972,Ghana,Solar & Power,Solar Inverter TS-9000-X,14335.74,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Warehouse A-12 | VIP margin 25%
UK-X-1973,United Kingdom,TV & Display,LED TV 55 inch,388.73,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Africa Direct Trading | Margin 22% | Warehouse A-12
GE-Y-1974,Germany,Home Appliances,Air Purifier Compact,99.0,EUR,"HEPA H13, 3 speeds, 25m² coverage",Backorder until 02/15 | EuroTech Suppliers | Promo margin 12%
NE-Z-1975,Netherlands,Wearables,Fitness Tracker Band,25.77,EUR,"Steps, sleep, HR, 14-day battery",Target margin 18% | Warehouse A-12 | Africa Direct Trading
CA-A-1976,Canada,Personal Care,Electric Toothbrush,62.78,CAD,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Margin 22% | Global Sourcing Co
GH-B-1977,Ghana,Computing,Webcam HD Pro,751.02,GHS,"1080p 60fps, built-in mic, auto-focus",Global Sourcing Co | Fulfilled from NL depot | Target margin 18%
NI-C-1978,Nigeria,Home Appliances,Air Purifier Compact,162029.41,NGN,"HEPA H13, 3 speeds, 25m² coverage",Nordic Wholesale | VIP margin 25% | Warehouse A-12
SA-D-1979,South Africa,Lighting,LED Desk Lamp,520.69,ZAR,"Dimmable, USB port, 5 brightness levels",VIP margin 25% | Africa Direct Trading | Low stock alert
KE-E-1980,Kenya,Audio,Bluetooth Speaker,5945.72,KES,"20W, waterproof IPX7, 15h playback",Fulfilled from NL depot | Global Sourcing Co | Bulk discount applies 15%
US-F-1981,United States,Personal Care,Electric Toothbrush,47.97,USD,"Sonic, 3 modes, 2-week battery",Nordic Wholesale | Fulfilled from NL depot | Bulk discount applies 15%
NE-G-1982,Netherlands,Personal Care,Electric Toothbrush,42.74,EUR,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Fulfilled from NL depot | Bulk discount applies 15%
CA-H-1983,Canada,Audio,Wireless Bluetooth Earbuds,53.19,CAD,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Bulk discount applies 15% | Acme Electronics Ltd
GH-I-1984,Ghana,Power & Batteries,Portable Power Bank 20K,337.88,GHS,"20000mAh, dual USB, 18W PD",Backorder until 02/15 | Target margin 18% | Global Sourcing Co
KE-J-1985,Kenya,Audio,Wireless Bluetooth Earbuds,5031.34,KES,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Nordic Wholesale | Warehouse A-12
NI-K-1986,Nigeria,Lighting,LED Desk Lamp,49354.63,NGN,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Promo margin 12% | Global Sourcing Co
US-L-1987,United States,Audio,Bluetooth Speaker,53.58,USD,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Acme Electronics Ltd | Backorder until 02/15
UK-M-1988,United Kingdom,TV & Display,LED TV 55 inch,376.65,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Target margin 18% | Pacific Imports Inc | Fulfilled from NL depot
CA-N-1989,Canada,Computing,Webcam HD Pro,80.58,CAD,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Bulk discount applies 15% | Backorder until 02/15
US-O-1990,United States,Home Appliances,Air Purifier Compact,93.11,USD,"HEPA H13, 3 speeds, 25m² coverage",Nordic Wholesale | Warehouse A-12 | Promo margin 12%
GE-P-1991,Germany,Computing,Webcam HD Pro,48.34,EUR,"1080p 60fps, built-in mic, auto-focus",Acme Electronics Ltd | Backorder until 02/15 | VIP margin 25%
UK-Q-1992,United Kingdom,Kitchen Appliances,Coffee Maker Drip,32.94,GBP,"12-cup, programmable, thermal carafe",Fulfilled from NL depot | Global Sourcing Co | Margin 22%
NE-R-1993,Netherlands,TV & Display,LED TV 55 inch,456.43,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Backorder until 02/15 | Nordic Wholesale
KE-S-1994,Kenya,Home Appliances,Electric Fan Tower,6400.35,KES,"Oscillating, 3 speeds, remote, timer",Global Sourcing Co | Margin 22% | Stock in WH3 Berlin
GE-T-1995,Germany,Audio,Bluetooth Speaker,46.4,EUR,"20W, waterproof IPX7, 15h playback",VIP margin 25% | EuroTech Suppliers | Backorder until 02/15
US-U-1996,United States,Home Appliances,Air Purifier Compact,91.09,USD,"HEPA H13, 3 speeds, 25m² coverage",Margin 22% | Fulfilled from NL depot | Africa Direct Trading
GE-V-1997,Germany,Lighting,LED Desk Lamp,28.56,EUR,"Dimmable, USB port, 5 brightness levels",Low stock alert | Acme Electronics Ltd | Target margin 18%
UK-W-1998,United Kingdom,Computing,"Tablet 10""",160.21,GBP,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | Promo margin 12% | Pacific Imports Inc
KE-X-1999,Kenya,Home Appliances,Electric Fan Tower,6658.47,KES,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Pacific Imports Inc | Target margin 18%
US-Y-2000,United States,Solar & Power,Solar Inverter TS-9000-X,1217.04,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Low stock alert | Promo margin 12%
US-Z-2001,United States,Computing,Webcam HD Pro,52.63,USD,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Fulfilled from NL depot | Bulk discount applies 15%
GH-A-2002,Ghana,Home Appliances,Air Purifier Compact,1169.31,GHS,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Bulk discount applies 15% | Backorder until 02/15
UK-B-2003,United Kingdom,TV & Display,LED TV 55 inch,369.55,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Nordic Wholesale | Target margin 18% | Backorder until 02/15
UK-C-2004,United Kingdom,Computing,"Tablet 10""",154.24,GBP,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Low stock alert | EuroTech Suppliers
NI-D-2005,Nigeria,Home Appliances,Electric Fan Tower,80804.05,NGN,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Africa Direct Trading | Bulk discount applies 15%
KE-E-2006,Kenya,Computing,"Tablet 10""",25182.93,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Bulk discount applies 15% | Backorder until 02/15
NI-F-2007,Nigeria,Home Appliances,Air Purifier Compact,145921.27,NGN,"HEPA H13, 3 speeds, 25m² coverage",Low stock alert | Nordic Wholesale | Target margin 18%
FR-G-2008,France,Home Appliances,Electric Fan Tower,53.34,EUR,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Pacific Imports Inc | Margin 22%
GH-H-2009,Ghana,Computing,"Tablet 10""",2496.44,GHS,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Low stock alert | EuroTech Suppliers | Margin 22%
GH-I-2010,Ghana,TV & Display,LED TV 55 inch,5877.47,GHS,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Bulk discount applies 15% | Fulfilled from NL depot | Nordic Wholesale
UK-J-2011,United Kingdom,Wearables,Smart Watch Sport,79.42,GBP,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Africa Direct Trading | Backorder until 02/15
